,Component,Strokes,CompositionType,LeftComponent,LeftStrokes,RightComponent,RightStrokes,Signature,Notes,Section
16897,退,9,吅,辶,3,艮,6,YAV,/,辵
16898,送,9,吅,辶,3,关,6,YTK,/,辵
16899,适,9,吅,辶,3,舌,6,YHJR,/,辵
16900,逃,9,吅,辶,3,兆,6,YLMO,/,辵
16901,逄,9,吅,辶,3,夅,6,YHEQ,/,辵
16902,逅,9,吅,辶,3,后,6,YHMR,/,辵
16903,逆,9,吅,辶,3,屰,6,YTU,/,辵
16904,逇,9,吅,辶,3,地,6,YGPD,/,辵
16906,选,9,吅,辶,3,先,6,YHGU,/,辵
16907,逊,9,吅,辶,3,孙,6,YNDF,/,辵
16908,逋,10,吅,辶,3,甫,7,YIJB,/,辵
16909,逌,10,吅,辶,3,卣,7,YYWS,/,辵
16910,逍,10,吅,辶,3,肖,7,YFB,/,辵
16912,透,10,吅,辶,3,秀,7,YHDS,/,辵
16913,逐,10,吅,辶,3,豕,7,YMSO,/,辵
16914,逑,10,吅,辶,3,求,7,YIJE,/,辵
16915,递,10,吅,辶,3,弟,7,YCNH,/,辵
16916,逓,10,吅,辶,3,乕,7,YHQB,/,辵
16917,途,10,吅,辶,3,余,7,YOMD,/,辵
16918,逕,10,吅,辶,3,巠,7,YMVM,/,辵
16919,逖,10,吅,辶,3,狄,7,YKHF,/,辵
16920,逗,10,吅,辶,3,豆,7,YMRT,/,辵
16922,這,10,吅,辶,3,言,7,YYMR,/,辵
16923,通,10,吅,辶,3,甬,7,YNIB,/,辵
16924,逛,10,吅,辶,3,狂,7,YKHG,/,辵
16926,逝,10,吅,辶,3,折,7,YQHL,/,辵
16927,逞,10,吅,辶,3,呈,7,YRMG,/,辵
16928,速,10,吅,辶,3,束,7,YDL,/,辵
16929,造,10,吅,辶,3,告,7,YHGR,/,辵
16930,逡,10,吅,辶,3,夋,7,YICE,/,辵
16931,逢,10,吅,辶,3,夆,7,YHEJ,/,辵
16932,連,10,吅,辶,3,車,7,YJWJ,/,辵
16933,逤,10,吅,辶,3,沙,7,YEFH,/,辵
16935,逦,10,吅,辶,3,丽,7,YMBB,/,辵
16942,逭,11,吅,辶,3,官,8,YJRR,/,辵
16943,逮,11,吅,辶,3,隶,8,YLE,/,辵
16944,逯,11,吅,辶,3,录,8,YVNE,/,辵
16946,週,11,吅,辶,3,周,8,YBGR,/,辵
16947,進,11,吅,辶,3,隹,8,YOG,/,辵
16950,逵,11,吅,辶,3,坴,8,YGCG,/,辵
16951,逶,11,吅,辶,3,委,8,YHDV,/,辵
16952,逷,11,吅,辶,3,易,8,YAPH,/,辵
16953,逸,11,吅,辶,3,兔,8,YNAI,/,辵
16956,逻,11,吅,辶,3,罗,8,YWLN,/,辵
16957,逼,12,吅,辶,3,畐,9,YMRW,/,辵
16959,逾,12,吅,辶,3,兪,9,YOMN,/,辵
16960,逿,12,吅,辶,3,昜,9,YAMH,/,辵
16962,遁,12,吅,辶,3,盾,9,YHJU,/,辵
16963,遂,12,吅,辶,3,㒸,9,YTPO,/,辵
16965,遄,12,吅,辶,3,耑,9,YUMB,/,辵
16967,遆,12,吅,辶,3,帝,9,YYBB,/,辵
16968,遇,12,吅,辶,3,禺,9,YWLB,/,辵
16969,遈,12,吅,辶,3,是,9,YAMO,/,辵
16971,遊,12,吅,辶,3,斿,9,YYSD,/,辵
16972,運,12,吅,辶,3,軍,9,YBJJ,/,辵
16974,遍,12,吅,辶,3,扁,9,YISB,/,辵
16975,過,12,吅,辶,3,咼,9,YBBR,/,辵
16976,遏,12,吅,辶,3,曷,9,YAPV,/,辵
16977,遐,12,吅,辶,3,叚,9,YRSE,/,辵
16978,遑,12,吅,辶,3,皇,9,YHAG,/,辵
16979,遒,12,吅,辶,3,酋,9,YTCW,/,辵
16980,道,12,吅,辶,3,首,9,YTHU,/,辵
16981,達,12,吅,辶,3,𦍒,9,YGTQ,/,辵
16982,違,12,吅,辶,3,韋,9,YDMQ,/,辵
16984,遗,12,吅,辶,3,贵,9,YLMO,/,辵
16985,遘,13,吅,辶,3,冓,10,YTTB,/,辵
16986,遙,13,吅,辶,3,䍃,10,YBOU,*/,辵
16988,遛,13,吅,辶,3,留,10,YHHW,/,辵
16989,遜,13,吅,辶,3,孫,10,YNDF,/,辵
16990,遝,13,吅,辶,3,眔,10,YWLE,/,辵
16991,遞,11,吅,辶,3,虒,8,YHYU,/,辵
16993,遠,13,吅,辶,3,袁,10,YGRV,/,辵
16994,遡,13,吅,辶,3,朔,10,YTUB,/,辵
16995,遢,13,吅,辶,3,𦐇,10,YASM,*/,辵
16996,遣,13,吅,辶,3,𠳋,10,YLMR,/,辵
16998,遥,13,吅,辶,3,䍃,10,YBOU,/,辵
17001,遨,14,吅,辶,3,敖,11,YQSK,/,辵
17002,適,14,吅,辶,3,啇,11,YYCB,/,辵
17006,遭,14,吅,辶,3,曹,11,YTWA,/,辵
17007,遮,13,吅,辶,3,庶,10,YITF,/,辵
17008,遯,14,吅,辶,3,豚,11,YBMO,/,辵
17011,遲,15,吅,辶,3,犀,12,YSEQ,/,辵
17013,遴,15,吅,辶,3,粦,12,YFDQ,/,辵
17014,遵,15,吅,辶,3,尊,12,YTWI,/,辵
17015,遶,15,吅,辶,3,堯,12,YGGU,/,辵
17016,遷,15,吅,辶,3,,12,YMWU,/?,辵
17017,選,15,吅,辶,3,巽,12,YRUC,/,辵
17018,遹,15,吅,辶,3,矞,12,YNHB,/,辵
17019,遺,15,吅,辶,3,貴,12,YLMC,/,辵
17022,遽,16,吅,辶,3,豦,13,YYPO,/,辵
17024,避,16,吅,辶,3,辟,13,YSRJ,/,辵
17025,邀,16,吅,辶,3,敫,13,YHSK,/,辵
17026,邁,15,吅,辶,3,萬,12,YTWB,/,辵
17027,邂,16,吅,辶,3,解,13,YNBQ,/,辵
17028,邃,17,吅,遂,12,穴,5,YJCO,/,辵
17029,還,16,吅,辶,3,睘,13,YWLV,/,辵
17030,邅,16,吅,辶,3,亶,13,YYWM,/,辵
17031,邆,15,吅,辶,3,登,12,YNOT,/,辵
17032,邇,17,吅,辶,3,爾,14,YMFB,/,辵
17033,邈,17,吅,辶,3,貌,14,YBHU,/,辵
17034,邉,16,吅,辶*,3,,13,YHUR,?/?,辵
17035,邊,18,吅,辶,3,臱,15,YHUS,/,辵
17036,邋,18,吅,辶,3,巤,15,YVVV,/,辵
17037,邌,18,吅,辶,3,黎,15,YHHE,/,辵
17040,邏,22,吅,辶,3,羅,19,YWLG,/,辵
17042,邑,7,吕,口,3,巴,4,RAU,/,*
17044,邓,5,吅,又,2,阝,3,ENL,/,邑
17045,邔,7,吅,己,4,阝,3,SUNL,/,邑
17046,邕,10,吕,巛,3,邑,7,VVRAU,/,邑
17048,邗,6,吅,干,3,阝,3,MJNL,/,邑
17049,邘,6,吅,于,3,阝,3,MDNL,/,邑
17050,邙,6,吅,亡,3,阝,3,YVNL,/,邑
17052,邛,6,吅,工,3,阝,3,MNL,/,邑
17054,邝,6,吅,广,3,阝,3,INL,/,邑
17057,邠,7,吅,分,4,阝,3,CHNL,/,邑
17058,邡,7,吅,方,4,阝,3,YSNL,/,邑
17059,邢,7,吅,开,4,阝,3,MTNL,/,邑
17060,那,7,吅,冄,4,阝,3,SQNL,*/,邑
17062,邥,7,吅,冘,4,阝,3,LUNL,/,邑
17063,邦,7,吅,丰,4,阝,3,QJNL,/,邑
17065,邨,7,吅,屯,4,阝,3,PUNL,/,邑
17067,邪,7,吅,牙,4,阝,3,MHNL,/,邑
17068,邫,11,吅,丰,4,邑,7,QJRAU,/,邑
17069,邬,7,吅,乌,4,阝,3,PMNL,/,邑
17071,邮,8,吅,由,5,阝,3,LWNL,/,邑
17072,邯,8,吅,甘,5,阝,3,TMNL,/,邑
17073,邰,8,吅,台,5,阝,3,IRNL,/,邑
17074,邱,8,吅,丘,5,阝,3,OMNL,/,邑
17075,邲,8,吅,必,5,阝,3,PHNL,/,邑
17076,邳,8,吅,丕,5,阝,3,MMNL,/,邑
17077,邴,8,吅,丙,5,阝,3,MBNL,/,邑
17078,邵,8,吅,召,5,阝,3,SRNL,/,邑
17079,邶,8,吅,北,5,阝,3,LMPNL,/,邑
17081,邸,8,吅,氐,5,阝,3,HMNL,/,邑
17082,邹,8,吅,刍,5,阝,3,NSNL,/,邑
17083,邺,8,吅,业,5,阝,3,TCNL,/,邑
17084,邻,8,吅,令,5,阝,3,OINL,/,邑
17085,邼,9,吅,匡,6,阝,3,SGNL,/,邑
17086,邽,9,吅,圭,6,阝,3,GGNL,/,邑
17087,邾,9,吅,朱,6,阝,3,HDNL,/,邑
17088,邿,9,吅,寺,6,阝,3,GINL,/,邑
17089,郀,9,吅,夸,6,阝,3,KSNL,/,邑
17090,郁,9,吅,有,6,阝,3,KBNL,/,邑
17092,郃,9,吅,合,6,阝,3,ORNL,/,邑
17093,郄,9,吅,𠫤,6,阝,3,KINL,?/,邑
17094,郅,9,吅,至,6,阝,3,MGNL,/,邑
17096,郇,9,吅,旬,6,阝,3,PANL,/,邑
17097,郈,9,吅,后,6,阝,3,HRNL,/,邑
17099,郊,9,吅,交,6,阝,3,YKNL,/,邑
17100,郋,9,吅,自,6,阝,3,HUNL,/,邑
17103,郎,10,吅,良,7,阝,3,IINL,*/,邑
17104,郏,9,吅,夹,6,阝,3,KTNL,/,邑
17105,郐,9,吅,会,6,阝,3,OINL,/,邑
17106,郑,9,吅,关,6,阝,3,TKNL,/,邑
17108,郓,9,吅,军,6,阝,3,BQNL,/,邑
17110,郕,9,吅,成,6,阝,3,ISNL,/,邑
17112,郗,10,吅,希,7,阝,3,KBNL,/,邑
17113,郘,10,吅,呂,7,阝,3,RRNL,/,邑
17114,郙,10,吅,甫,7,阝,3,IBNL,/,邑
17116,郛,10,吅,孚,7,阝,3,BDNL,/,邑
17117,郜,10,吅,告,7,阝,3,HRNL,/,邑
17118,郝,10,吅,赤,7,阝,3,GCNL,/,邑
17119,郞,10,吅,良,7,阝,3,IVNL,/,邑
17120,郟,10,吅,夾,7,阝,3,KONL,/,邑
17122,郡,10,吅,君,7,阝,3,SRNL,/,邑
17123,郢,10,吅,呈,7,阝,3,RGNL,/,邑
17125,郤,10,吅,谷,7,阝,3,CRNL,/,邑
17127,郦,10,吅,丽,7,阝,3,MBNL,/,邑
17128,郧,10,吅,员,7,阝,3,RONL,/,邑
17129,部,11,吅,咅,8,阝,3,YRNL,/,邑
17131,郪,11,吅,妻,8,阝,3,JVNL,/,邑
17132,郫,11,吅,卑,8,阝,3,HJNL,/,邑
17134,郭,11,吅,享,8,阝,3,YDNL,/,邑
17136,郯,11,吅,炎,8,阝,3,FFNL,/,邑
17141,郴,11,吅,林,8,阝,3,DDNL,/,邑
17142,郵,11,吅,垂,8,阝,3,HMNL,/,邑
17145,郸,11,吅,单,8,阝,3,CJNL,/,邑
17150,都,11,吅,者,8,阝,3,JANL,/,邑
17151,郾,12,吅,匽,9,阝,3,SVNL,/,邑
17152,郿,12,吅,眉,9,阝,3,AUNL,/,邑
17155,鄂,12,吅,咢,9,阝,3,RSNL,/,邑
17157,鄄,12,吅,垔,9,阝,3,MGNL,/,邑
17162,鄉,13,吅,乡,3,郎,10,VHIIL,/,邑
17166,鄍,13,吅,冥,10,阝,3,BCNL,/,邑
17170,鄑,13,吅,晉,10,阝,3,MANL,/,邑
17176,鄗,13,吅,高,10,阝,3,YBNL,/,邑
17177,鄘,14,吅,庸,11,阝,3,IBNL,/,邑
17178,鄙,14,吅,啚,11,阝,3,RWNL,/,邑
17179,鄚,14,吅,莫,11,阝,3,TKNL,/,邑
17180,鄛,15,吅,巢,12,阝,3,VDNL,/,邑
17181,鄜,14,吅,鹿,11,阝,3,IPNL,/,邑
17183,鄞,14,吅,堇,11,阝,3,TMNL,/,邑
17184,鄟,14,吅,專,11,阝,3,JINL,/,邑
17185,鄠,14,吅,雩,11,阝,3,MSNL,/,邑
17186,鄡,14,吅,梟,11,阝,3,HDNL,/,邑
17187,鄢,14,吅,焉,11,阝,3,MFNL,/,邑
17188,鄣,14,吅,章,11,阝,3,YJNL,/,邑
17189,鄤,14,吅,曼,11,阝,3,AENL,/,邑
17191,鄦,15,吅,無,12,阝,3,OFNL,/,邑
17192,鄧,15,吅,登,12,阝,3,NTNL,/,邑
17194,鄩,15,吅,尋,12,阝,3,SINL,/,邑
17196,鄫,15,吅,曾,12,阝,3,CANL,?/,邑
17197,鄬,12,吅,為,9,阝,3,BFNL,/,邑
17199,鄮,15,吅,貿,12,阝,3,HCNL,/,邑
17200,鄯,15,吅,善,12,阝,3,TRNL,/,邑
17201,鄰,15,吅,粦,12,阝,3,FQNL,/,邑
17202,鄱,15,吅,番,12,阝,3,HWNL,/,邑
17204,鄳,16,吅,黽,13,阝,3,RUNL,/,邑
17207,鄶,16,吅,會,13,阝,3,OANL,/,邑
17208,鄷,16,吅,豊,13,阝,3,TTNL,/,邑
17210,鄹,17,吅,聚,14,阝,3,SONL,/,邑
17211,鄺,18,吅,廣,15,阝,3,ICNL,/,邑
17214,鄽,18,吅,廛,15,阝,3,IGNL,/,邑
17216,鄿,19,吅,蕇,16,阝,3,TJNL,/,邑
17217,酀,19,吅,燕,16,阝,3,TFNL,/,邑
17218,酁,20,吅,毚,17,阝,3,NINL,/,邑
17219,酂,19,吅,赞,16,阝,3,HONL,/,邑
17220,酃,20,吅,霝,17,阝,3,MRNL,/,邑
17223,酆,21,吅,豐,18,阝,3,UTNL,/,邑
17224,酇,22,吅,贊,19,阝,3,HCNL,/,邑
17226,酉,7,+,西,6,一,1,MCWM,?/,*
17227,酊,9,吅,酉,7,丁,2,MWMN,/,酉
17228,酋,9,吕,丷,2,酉,7,TCWM,/,酉
17229,酌,10,吅,酉,7,勺,3,MWPM,/,酉
17230,配,10,吅,酉,7,己,3,MWSU,/,酉
17231,酎,10,吅,酉,7,寸,3,MWDI,/,酉
17233,酐,10,吅,酉,7,干,3,MWMJ,/,酉
17235,酒,10,吅,氵,3,酉,7,EMCW,/,酉
17239,酖,11,吅,酉,7,冘,4,MWLBU,/,酉
17240,酗,11,吅,酉,7,凶,4,MWUK,/,酉
17243,酚,11,吅,酉,7,分,4,MWCSH,/,酉
17246,酝,11,吅,酉,7,云,4,MWMMI,/,酉
17247,酞,11,吅,酉,7,太,4,MWKI,/,酉
17250,酡,12,吅,酉,7,它,5,MWJP,/,酉
17251,酢,12,吅,酉,7,乍,5,MWOS,/,酉
17252,酣,12,吅,酉,7,甘,5,MWTM,/,酉
17253,酤,12,吅,酉,7,古,5,MWJR,/,酉
17254,酥,12,吅,酉,7,禾,5,MWHD,/,酉
17255,酦,12,吅,酉,7,发,5,MWIVE,/,酉
17257,酨,13,回,𢦏,6,酉,7,JIMCW,?/,酉
17258,酩,13,吅,酉,7,名,6,MWNIR,/,酉
17259,酪,13,吅,酉,7,各,6,MWHER,/,酉
17261,酬,13,吅,酉,7,州,6,MWILL,/,酉
17263,酮,13,吅,酉,7,同,6,MWBMR,/,酉
17264,酯,13,吅,酉,7,旨,6,MWPA,/,酉
17265,酰,13,吅,酉,7,先,6,MWHGU,/,酉
17266,酱,13,吕,丬夕,6,酉,7,LNMCW,?/,酉
17267,酲,14,吅,酉,7,呈,7,MWRMG,/,酉
17268,酳,14,吅,酉,7,幺月,7,MWVIB,/?,酉
17269,酴,14,吅,酉,7,余,7,MWOMD,/,酉
17270,酵,14,吅,酉,7,孝,7,MWJKD,/,酉
17271,酶,14,吅,酉,7,每,7,MWOWY,/,酉
17272,酷,14,吅,酉,7,告,7,MWHGR,/,酉
17273,酸,14,吅,酉,7,夋,7,MWICE,/,酉
17274,酹,14,吅,酉,7,寽,7,MWBDI,/,酉
17275,酺,14,吅,酉,7,甫,7,MWIJB,/,酉
17277,酼,14,吅,酉,7,㐬,7,MWYIU,/,酉
17278,酽,14,吅,酉,7,严,7,MWMTH,/,酉
17279,酾,14,吅,酉,7,丽,7,MWMBB,/,酉
17280,酿,14,吅,酉,7,良,7,MWIAV,/,酉
17282,醁,15,吅,酉,7,录,8,MWNME,/,酉
17284,醃,15,吅,酉,7,奄,8,MWKLU,/,酉
17285,醄,15,吅,酉,7,匋,8,MWPOU,/,酉
17286,醅,15,吅,酉,7,咅,8,MWYTR,/,酉
17287,醆,15,吅,酉,7,戔,8,MWII,/,酉
17288,醇,15,吅,酉,7,享,8,MWYRD,/,酉
17290,醉,15,吅,酉,7,卒,8,MWYOJ,/,酉
17291,醊,15,吅,酉,7,叕,8,MWEEE,/,酉
17292,醋,15,吅,酉,7,昔,8,MWTA,/,酉
17293,醌,15,吅,酉,7,昆,8,MWAPP,/,酉
17294,醍,16,吅,酉,7,是,9,MWAMO,/,酉
17295,醎,16,吅,酉,7,咸,9,MWIHR,/,酉
17297,醐,16,吅,酉,7,胡,9,MWJRB,/,酉
17298,醑,16,吅,酉,7,胥,9,MWNOB,/,酉
17299,醒,16,吅,酉,7,星,9,MWAHM,/,酉
17302,醕,16,吅,酉,7,亯,9,MWYRA,/,酉
17303,醖,16,吅,酉,7,昷,9,MWABT,/,酉
17307,醚,16,吅,酉,7,迷,9,MWYFD,/,酉
17308,醛,16,吅,酉,7,荃,9,MWTOG,/,酉
17309,醜,17,吅,酉,7,鬼,10,MWHUI,/,酉
17311,醞,17,吅,酉,7,𥁕,10,MWWOT,/,酉
17314,醡,17,吅,酉,7,窄,10,MWJCS,/,酉
17315,醢,17,吅,酉,7,𥁓,10,MWKRT,/,酉
17316,醣,17,吅,酉,7,唐,10,MWILR,/,酉
17318,醥,18,吅,酉,7,票,11,MWMWF,/,酉
17321,醨,18,吅,酉,7,离,11,MWYUB,/,酉
17323,醪,18,吅,酉,7,翏,11,MWSMH,/,酉
17324,醫,18,吕,殹,11,酉,7,SEMCW,/,酉
17326,醭,19,吅,酉,7,菐,12,MWTCO,/,酉
17327,醮,19,吅,酉,7,焦,12,MWOGF,/,酉
17328,醯,19,吅,酉,7,㐬皿,12,MWYIT,/?,酉
17329,醰,19,吅,酉,7,覃,12,MWMWJ,/,酉
17330,醱,19,吅,酉,7,發,12,MWNOE,/,酉
17331,醲,20,吅,酉,7,農,13,MWTWV,/,酉
17333,醴,20,吅,酉,7,豊,13,MWTWT,/,酉
17334,醵,20,吅,酉,7,豦,13,MWYPO,/,酉
17339,醺,21,吅,酉,7,熏,14,MWHGF,/,酉
17340,醻,21,吅,酉,7,壽,14,MWGNI,/,酉
17341,醼,23,吅,酉,7,燕,16,MWTLF,/,酉
17342,醽,24,吅,酉,7,霝,17,MWMBR,/,酉
17343,醾,24,吅,酉,7,糜,17,MWIDD,/,酉
17344,醿,24,吅,酉,7,縻,17,MWIDF,/,酉
17345,釀,24,吅,酉,7,襄,17,MWYRV,/,酉
17351,釆,7,吕,丿,6,米,1,HFD,/,*
17352,采,8,吕,爫,4,木,4,BD,/,釆
17354,釉,12,吅,采,7,由,5,HDLW,/,釆
17355,释,12,吅,釆,7,𠬤,5,HDEQ,/,釆
17356,釋,20,吅,釆,7,睪,13,HDWLJ,/,釆
17357,里,8,*,田,5,土,3,WG,/,*
17358,重,9,+,千,3,里,7,HJWG,/,里
17359,野,12,吅,里,8,予,4,WGNIN,/,里
17360,量,13,吕,旦,5,里,8,AMWG,/,里
17361,釐,18,吕,𠩺,10,里,8,JKMWG,?/,里
17362,金,8,一,金,8,*,0,C,/,*
17365,釔,9,吅,金,8,乙,1,CN,/,金
17369,釘,10,吅,金,8,丁,2,CMN,/,金
17370,釙,10,吅,金,8,卜,2,CY,/,金
17372,釛,10,吅,金,8,力,2,CKS,/,金
17373,釜,10,吕,父,4,王丷,6,CKMGC,/?,金
17374,針,10,吅,金,8,十,2,CJ,/,金
17376,釟,10,吅,金,8,八,2,CC,/,金
17377,釠,10,吅,金,8,几,2,CHN,/,金
17378,釡,10,吕,八,2,金,8,CC,/,金
17379,釢,10,吅,金,8,乃,2,CNHS,/,金
17380,釣,11,吅,金,8,勺,3,CPI,/,金
17381,釤,11,吅,金,8,彡,3,CHHH,/,金
17382,釥,11,吅,金,8,小,3,CF,/,金
17383,釦,11,吅,金,8,口,3,CR,/,金
17387,釪,11,吅,金,8,于,3,CMD,/,金
17390,釭,11,吅,金,8,工,3,CM,/,金
17394,釱,11,吅,金,8,大,3,CK,/,金
17408,釿,12,吅,金,8,斤,4,CHML,/,金
17411,鈂,12,吅,金,8,冘,4,CLBU,/,金
17415,鈆,12,吅,金,8,公,4,CCI,/,金
17416,鈇,12,吅,金,8,夫,4,CQO,/,金
17418,鈉,12,吅,金,8,內,4,COB,/,金
17422,鈍,12,吅,金,8,屯,4,CPU,/,金
17430,鈕,12,吅,金,8,丑,4,CNG,/,金
17431,鈖,12,吅,金,8,分,4,CCSH,/,金
17434,鈙,12,吅,金,8,攴,4,CYE,/,金
17442,鈡,12,吅,金,8,中,4,CL,/,金
17444,鈣,12,吅,金,8,丐,4,CMYS,/,金
17445,鈤,12,吅,金,8,日,4,CA,/,金
17447,鈦,12,吅,金,8,太,4,CKI,/,金
17448,鈧,12,吅,金,8,亢,4,CYHN,/,金
17449,鈨,12,吅,金,8,元,4,CMMU,/,金
17450,鈩,12,吅,金,8,戸,4,CHS,/,金
17451,鈪,12,吅,金,8,厄,4,CMSU,/,金
17457,鈰,12,吅,金,8,市,4,CYLB,/,金
17458,鈱,13,吅,金,8,民,5,CRVP,/,金
17461,鈴,13,吅,金,8,令,5,COII,/,金
17462,鈵,13,吅,金,8,丙,5,CMOB,/,金
17463,鈶,13,吅,金,8,台,5,CIR,/,金
17465,鈸,13,吅,金,8,犮,5,CIKE,/,金
17467,鈺,13,吅,金,8,玉,5,CMGI,/,金
17470,鈽,13,吅,金,8,布,5,CKLB,/,金
17471,鈾,13,吅,金,8,由,5,CLW,/,金
17472,鈿,13,吅,金,8,田,5,CW,/,金
17473,鉀,13,吅,金,8,甲,5,CWL,/,金
17474,鉁,13,吅,金,8,㐱,5,COHH,/,金
17475,鉂,13,吅,金,8,史,5,CLK,/,金
17476,鉃,13,吅,金,8,矢,5,COK,/,金
17477,鉄,13,吅,金,8,失,5,CHQO,/,金
17478,鉅,12,吅,金,8,巨,4,CSS,/,金
17486,鉍,13,吅,金,8,必,5,CPH,/,金
17488,鉏,13,吅,金,8,且,5,CBM,/,金
17489,鉐,13,吅,金,8,石,5,CMR,/,金
17493,鉔,13,吅,金,8,匝,5,CSLB,/,金
17500,鉛,13,吅,金,8,㕣,5,CCR,/,金
17509,鉤,13,吅,金,8,句,5,CPR,/,金
17525,鉴,13,吕,,5,金,8,LIC,?/,金
17533,鉼,14,吅,金,8,并,6,CTT,/,金
17534,鉽,14,吅,金,8,式,6,CIPM,/,金
17537,銀,14,吅,金,8,艮,6,CAV,/,金
17542,銅,14,吅,金,8,同,6,CBMR,/,金
17547,銊,14,吅,金,8,戍,6,CIHM,/,金
17549,銌,14,吅,金,8,存,6,CKLD,/,金
17551,銎,14,吕,巩,6,金,8,MNC,/,金
17554,銑,14,吅,金,8,先,6,CHGU,/,金
17555,銒,14,吅,金,8,幵,6,CMJJ,/,金
17556,銓,14,吅,金,8,全,6,COMG,/,金
17561,銘,14,吅,金,8,名,6,CNIR,/,金
17562,銙,14,吅,金,8,夸,6,CKMS,/,金
17565,銜,14,弼,彳,3,金,8,HOCMN,/,金
17566,銝,14,吅,金,8,休,6,COD,/,金
17575,銦,14,吅,金,8,因,6,CWK,/,金
17576,銧,14,吅,金,8,光,6,CFMU,/,金
17580,銫,14,吅,金,8,色,6,CNAU,/,金
17583,銮,14,吕,亦,6,金,8,YCC,/,金
17587,銲,15,吅,金,8,旱,7,CAMJ,/,金
17588,銳,15,吅,金,8,兌,7,CCRU,/,金
17591,銶,15,吅,金,8,求,7,CIJE,/,金
17592,銷,15,吅,金,8,肖,7,CFB,/,金
17603,鋂,15,吅,金,8,每,7,COWY,/,金
17606,鋅,15,吅,金,8,辛,7,CYTJ,/,金
17607,鋆,15,吕,均,7,金,8,GMC,/,金
17608,鋇,15,吅,金,8,貝,7,CBUC,/,金
17609,鋈,15,吕,沃,7,金,8,EKC,/,金
17611,鋊,15,吅,金,8,谷,7,CCOR,/,金
17612,鋋,16,吅,金,8,延,8,CNKM,/,金
17615,鋎,15,吅,金,8,完,7,CJMU,/,金
17617,鋐,15,吅,金,8,宏,7,CJKI,/,金
17619,鋒,15,吅,金,8,夆,7,CHEJ,/,金
17622,鋕,15,吅,金,8,志,7,CGP,/,金
17637,鋤,15,吅,金,8,助,7,CBMS,/,金
17643,鋪,15,吅,金,8,甫,7,CIJB,/,金
17644,鋫,15,吕,利,7,金,8,HNC,/,金
17645,鋬,15,吕,扳,7,金,8,QEC,/,金
17646,鋭,15,吅,金,8,兌,7,CCRU,/,金
17649,鋰,16,吅,金,8,里,8,CWG,/,金
17654,鋵,15,吅,金,8,秃,7,CHDU,/,金
17656,鋷,16,吅,金,8,取,8,CSJE,/,金
17657,鋸,16,吅,金,8,居,8,CSJR,/,金
17658,鋹,16,吅,金,8,長,8,CSMV,/,金
17659,鋺,16,吅,金,8,宛,8,CJNU,/,金
17660,鋻,16,吕,臤,8,金,8,SEC,/,金
17661,鋼,16,吅,金,8,岡,8,CBTU,/,金
17663,鋾,16,吅,金,8,匋,8,CPOU,/,金
17668,錃,16,吕,波,8,金,8,EEC,/,金
17669,錄,16,吅,金,8,彔,8,CVNE,/,金
17671,錆,16,吅,金,8,青,8,CQMB,/,金
17673,錈,16,吅,金,8,卷,8,CFQU,/,金
17676,錋,16,吅,金,8,朋,8,CBB,/,金
17680,錏,16,吅,金,8,亞,8,CMLM,/,金
17681,錐,16,吅,金,8,隹,8,COG,/,金
17688,錗,16,吅,金,8,委,8,CHDV,/,金
17695,錞,16,吅,金,8,享,8,CYRD,/,金
17697,錠,16,吅,金,8,定,8,CJMO,/,金
17699,錢,16,吅,金,8,戔,8,CII,/,金
17700,錣,16,吅,金,8,叕,8,CEEE,/,金
17702,錥,16,吅,金,8,育,8,CYIB,/,金
17703,錦,16,吅,金,8,帛,8,CHAB,/,金
17704,錧,16,吅,金,8,官,8,CJRR,/,金
17705,錨,16,吅,金,8,苗,8,CTW,/,金
17708,錫,16,吅,金,8,易,8,CAPH,/,金
17712,錯,16,吅,金,8,昔,8,CTA,/,金
17715,録,16,吅,金,8,录,8,CNME,/,金
17727,錾,16,吕,斩,8,金,8,KLC,/,金
17739,鍊,17,吅,金,8,柬,9,CDWF,/,金
17740,鍋,17,吅,金,8,咼,9,CBBR,/,金
17742,鍍,17,吅,金,8,度,9,CITE,/,金
17743,鍎,17,吅,金,8,盾,9,CHJU,/,金
17744,鍏,17,吅,金,8,韋,9,CDMQ,/,金
17745,鍐,17,吅,金,8,㚇,9,CUCE,/,金
17746,鍑,17,吅,金,8,复,9,COAE,/,金
17748,鍓,17,吅,金,8,咠,9,CRSJ,/,金
17749,鍔,17,吅,金,8,咢,9,CRRS,/,金
17755,鍚,17,吅,金,8,昜,9,CAMH,/,金
17756,鍛,17,吅,金,8,段,9,CHJE,/,金
17760,鍟,17,吅,金,8,星,9,CAHM,/,金
17765,鍤,17,吅,金,8,臿,9,CHJX,/,金
17766,鍥,17,吅,金,8,契,9,CQHK,/,金
17767,鍦,17,吅,金,8,施,9,CYSD,/,金
17768,鍧,17,吅,金,8,訇,9,CPYR,/,金
17770,鍩,16,吅,金,8,若,8,CTKR,/,金
17771,鍪,17,吕,敄,9,金,8,NKC,/,金
17773,鍬,17,吅,金,8,秋,9,CHDF,/,金
17775,鍮,17,吅,金,8,兪,9,COMN,/,金
17778,鍱,16,吅,金,8,枼,8,CPTD,/,金
17780,鍳,17,吕,臣亽*,9,金,8,SIC,?/,金
17782,鍵,17,吅,金,8,建,9,CNKQ,/,金
17785,鍸,17,吅,金,8,胡,9,CJRB,/,金
